acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,class
71,0.00719,0.6629999999999999,203656,0.8759999999999999,1.2e-06,10,0.0958,-4.573,0,0.161,103.976,4,0.715,1
72,0.46799999999999997,0.91,181895,0.741,7.63e-05,11,0.055,-2.294,0,0.0565,95.008,4,0.7929999999999999,0
73,0.00971,0.701,326467,0.728,0.00115,2,0.361,-4.553999999999999,1,0.255,171.388,4,0.0591,1
74,0.139,0.6970000000000001,200453,0.775,0.0,10,0.0737,-4.106,1,0.0636,90.015,4,0.8220000000000001,1
75,0.5329999999999999,0.815,268566,0.364,3.52e-05,2,0.10800000000000001,-11.158,1,0.375,129.937,4,0.32799999999999996,1
76,0.632,0.452,193080,0.9540000000000001,6.19e-05,4,0.441,-5.132999999999999,1,0.107,170.032,4,0.732,0
77,0.00122,0.616,343907,0.852,0.0227,7,0.0923,-5.358,0,0.0321,94.023,4,0.636,1
78,0.00655,0.51,261680,0.883,0.000283,1,0.0701,-5.457999999999999,1,0.0979,129.974,4,0.145,0
79,0.0518,0.268,321093,0.742,0.0,5,0.626,-4.939,1,0.0355,159.779,4,0.41600000000000004,1
80,0.0008759999999999999,0.565,284667,0.92,0.0,1,0.146,-3.9760000000000004,1,0.043,132.04399999999998,4,0.204,0
81,0.111,0.797,227822,0.792,7.879999999999999e-05,6,0.24,-5.757999999999999,1,0.0607,106.038,4,0.54,1
82,0.102,0.504,182707,0.9570000000000001,0.0,11,0.299,-3.627,0,0.0649,155.996,4,0.9309999999999999,0
83,0.24600000000000002,0.746,263373,0.922,0.0,10,0.515,-5.013999999999999,1,0.23600000000000002,86.961,4,0.638,1
84,0.00125,0.243,209267,0.934,0.0,1,0.317,-4.468,0,0.434,197.86,4,0.267,0
85,0.00613,0.5770000000000001,181560,0.6920000000000001,0.0,7,0.0801,-5.598,1,0.0292,92.986,4,0.6679999999999999,1
86,0.0231,0.6709999999999999,207480,0.71,0.0,4,0.141,-5.7589999999999995,0,0.0328,93.979,4,0.389,1
87,0.0108,0.755,231840,0.555,0.0,7,0.043,-4.548,1,0.0354,126.986,4,0.813,1
88,0.0013599999999999999,0.414,242413,0.9359999999999999,0.0,2,0.369,-2.407,1,0.0758,170.229,4,0.74,1
89,0.00020299999999999997,0.47,259813,0.9840000000000001,2.9999999999999997e-05,8,0.301,-3.112,1,0.205,140.043,4,0.251,0
90,0.0016600000000000002,0.391,219907,0.696,0.0,7,0.133,-5.904,1,0.0292,150.024,4,0.358,1
91,0.0014,0.524,222427,0.87,0.0,5,0.0796,-3.716,0,0.0427,80.017,4,0.552,1
92,0.22699999999999998,0.608,208133,0.614,4.06e-06,2,0.157,-3.727,1,0.0285,127.884,4,0.402,1
93,0.474,0.7809999999999999,281560,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,1
94,0.10400000000000001,0.365,189227,0.9420000000000001,0.0,2,0.311,-4.26,1,0.195,177.726,4,0.44299999999999995,0
95,0.00674,0.43799999999999994,225813,0.919,0.0,0,0.158,-2.91,0,0.0495,151.026,4,0.195,1
96,0.000321,0.45,265437,0.965,0.145,8,0.0577,-3.945,1,0.0621,112.986,4,0.19899999999999998,0
97,0.000296,0.493,252155,0.948,0.0,10,0.267,-4.18,0,0.0964,146.526,4,0.48200000000000004,0
98,0.0023,0.516,236227,0.9620000000000001,0.00548,5,0.113,-2.5,0,0.0411,122.04299999999999,4,0.569,1
99,0.14400000000000002,0.586,223067,0.6509999999999999,0.0,0,0.489,-10.16,1,0.048,81.39699999999999,4,0.9009999999999999,1
100,0.000892,0.273,229120,0.973,0.0,1,0.38799999999999996,-3.324,0,0.0807,133.428,4,0.179,0
101,0.0152,0.746,206880,0.754,0.0,1,0.0486,-6.681,1,0.067,149.882,4,0.764,1
102,7.09e-06,0.397,204610,0.988,0.00264,7,0.11199999999999999,-3.721,1,0.153,184.696,4,0.222,0
103,0.00285,0.462,213576,0.972,0.0,7,0.6659999999999999,-2.642,0,0.138,128.092,4,0.449,0
104,0.695,0.599,174920,0.65,0.0,9,0.9690000000000001,-4.394,1,0.0263,91.98899999999999,4,0.34600000000000003,1
105,0.00525,0.637,230467,0.885,0.000384,5,0.0658,-5.81,1,0.0776,121.95200000000001,4,0.611,1
106,0.11199999999999999,0.584,243227,0.536,0.0,10,0.456,-8.158,1,0.0279,126.99600000000001,4,0.44,1
107,0.0329,0.6709999999999999,204173,0.672,0.0,0,0.11800000000000001,-3.094,0,0.0688,97.98,4,0.632,1
108,0.0174,0.284,325360,0.925,0.0,0,0.121,-4.475,0,0.281,199.905,4,0.34299999999999997,0
109,0.192,0.387,205547,0.568,0.0,6,0.20600000000000002,-6.1979999999999995,1,0.0276,152.85299999999998,3,0.371,1
110,0.28300000000000003,0.461,172870,0.583,0.0,5,0.11199999999999999,-4.581,1,0.0814,133.032,5,0.49700000000000005,1
111,2.23e-05,0.239,238093,0.924,0.802,4,0.293,-5.6610000000000005,1,0.152,179.829,4,0.177,0
112,0.0025,0.18600000000000003,222853,0.9520000000000001,0.0,4,0.544,-3.4010000000000002,0,0.196,177.94299999999998,3,0.33899999999999997,0
113,0.000654,0.457,209627,0.882,0.0,2,0.332,-4.92,0,0.0529,92.096,4,0.281,0
114,0.0007469999999999999,0.435,212040,0.887,0.0,9,0.0327,-4.07,1,0.0636,199.935,4,0.408,1
115,3.59e-05,0.33299999999999996,223360,0.971,0.0221,1,0.196,-2.784,1,0.27899999999999997,134.58100000000002,4,0.408,0
116,0.511,0.517,190745,0.736,0.0,8,0.10099999999999999,-5.4910000000000005,1,0.312,155.91299999999998,4,0.493,1
117,0.0767,0.611,234213,0.609,1.14e-06,2,0.105,-7.486000000000001,1,0.0308,118.99700000000001,4,0.271,1
118,0.205,0.5589999999999999,216453,0.8059999999999999,0.0,5,0.142,-4.412,0,0.0345,119.984,4,0.465,1
119,0.00602,0.21,186480,0.94,0.0,9,0.26899999999999996,-3.427,1,0.12300000000000001,179.722,4,0.255,1
120,0.18899999999999997,0.45799999999999996,240493,0.7190000000000001,0.0,4,0.228,-3.9210000000000003,0,0.0323,142.032,4,0.168,1
121,0.000515,0.415,291776,0.988,1.2e-05,1,0.0769,-3.5810000000000004,1,0.157,103.04,4,0.21100000000000002,0
122,0.0030399999999999997,0.433,240000,0.985,0.0,4,0.0812,-3.115,0,0.165,107.539,4,0.125,0
123,3.48e-05,0.165,322360,0.8370000000000001,0.00115,8,0.0818,-5.377000000000001,1,0.125,102.39200000000001,4,0.0696,0
124,0.00619,0.505,237360,0.883,3.85e-05,7,0.0951,-3.944,1,0.045,139.034,4,0.0923,1
125,3.4399999999999996e-05,0.435,177379,0.955,0.0,1,0.21100000000000002,-3.611,0,0.0511,178.021,4,0.8240000000000001,0
126,4.12e-06,0.375,229600,0.968,0.0,1,0.601,-2.7039999999999997,1,0.175,175.171,4,0.43200000000000005,0
127,0.0786,0.67,186125,0.6940000000000001,4.33e-05,7,0.327,-5.98,1,0.0405,89.95200000000001,4,0.128,1
128,0.542,0.428,207600,0.932,6.58e-06,1,0.316,-5.337999999999999,1,0.127,93.979,4,0.28,0
129,0.0358,0.35100000000000003,305000,0.846,5.9e-06,2,0.151,-4.656000000000001,0,0.0566,171.935,4,0.319,1
130,0.17800000000000002,0.449,215915,0.715,0.0,9,0.0924,-5.942,1,0.0378,178.11900000000003,4,0.47700000000000004,1
131,0.00029,0.28600000000000003,184506,0.991,1.98e-06,4,0.773,-3.2289999999999996,0,0.419,180.035,4,0.188,0
132,0.35,0.535,273424,0.574,9.96e-05,2,0.12,-6.865,0,0.0372,84.984,4,0.445,1
133,0.109,0.534,386520,0.5670000000000001,0.00023999999999999998,4,0.11800000000000001,-6.858,0,0.0301,144.41899999999998,4,0.18,1
134,0.28600000000000003,0.7390000000000001,185587,0.897,3.3600000000000004e-05,9,0.914,-4.124,1,0.0686,123.82700000000001,4,0.384,1
135,0.000672,0.22699999999999998,243080,0.9309999999999999,0.0,5,0.113,-4.221,0,0.141,91.626,4,0.292,0
136,0.0258,0.563,180400,0.858,0.0,1,0.0918,-4.779,1,0.048,92.00399999999999,4,0.485,1
137,0.9440000000000001,0.478,129286,0.111,0.0,4,0.105,-12.627,1,0.037000000000000005,83.709,4,0.439,1
138,0.147,0.639,222087,0.67,0.0,11,0.0728,-7.12,1,0.247,88.069,4,0.462,1
139,0.0034700000000000004,0.6559999999999999,201960,0.932,0.00147,4,0.14400000000000002,-3.405,0,0.0708,130.936,4,0.544,0
140,0.32799999999999996,0.631,182680,0.903,0.000405,9,0.345,-5.843999999999999,0,0.0548,163.997,4,0.804,0
141,0.304,0.818,235382,0.67,1.22e-06,8,0.0601,-4.4510000000000005,0,0.0472,119.988,4,0.9390000000000001,1
142,0.0064,0.687,214840,0.7020000000000001,4.35e-05,7,0.204,-5.324,0,0.0455,129.95600000000002,4,0.284,1
143,0.0143,0.585,230253,0.972,0.0,9,0.0707,-4.45,0,0.0534,110.006,4,0.585,1
144,0.0189,0.596,240427,0.838,1.5399999999999998e-05,5,0.10800000000000001,-6.52,0,0.0704,94.98200000000001,4,0.47200000000000003,1
145,8.159999999999999e-05,0.415,204377,0.966,0.0,5,0.445,-3.516,0,0.0976,160.05100000000002,4,0.469,0
146,0.0254,0.604,245533,0.883,0.0,11,0.0813,-3.821,0,0.047,90.001,4,0.544,0
147,0.000975,0.5529999999999999,235800,0.835,8.57e-06,7,0.337,-6.917999999999999,1,0.04,92.0,4,0.33899999999999997,1
148,0.07,0.599,185250,0.8420000000000001,0.0,5,0.0889,-5.712000000000001,1,0.14300000000000002,100.053,4,0.428,1
149,0.125,0.77,357467,0.813,0.000197,11,0.889,-6.614,1,0.0737,118.412,4,0.7859999999999999,1
150,0.000408,0.467,186744,0.958,1.53e-05,5,0.732,-3.245,0,0.265,159.916,4,0.259,0
151,9.790000000000001e-05,0.245,394467,0.961,0.00433,2,0.16399999999999998,-4.223,0,0.0852,96.0,4,0.574,1
152,0.299,0.688,137698,0.92,0.0,0,0.0322,-3.853,1,0.069,156.006,4,0.905,1
153,0.0115,0.743,228867,0.877,0.003,0,0.324,-4.26,1,0.0359,127.994,4,0.6859999999999999,1
154,0.0035299999999999997,0.488,149013,0.9420000000000001,0.0,1,0.483,-3.6889999999999996,1,0.233,84.97,4,0.5579999999999999,0
155,0.005220000000000001,0.7879999999999999,204627,0.863,3.44e-06,11,0.0371,-3.022,0,0.0352,103.98,4,0.805,1
156,0.000984,0.53,229936,0.975,0.00021,10,0.304,-2.448,0,0.11800000000000001,97.525,4,0.405,0
157,0.0136,0.478,228613,0.787,2.9199999999999998e-05,9,0.10099999999999999,-5.545,0,0.0337,90.098,4,0.405,1
158,0.0407,0.8909999999999999,147480,0.809,0.136,0,0.0743,-5.752999999999999,1,0.0756,126.023,4,0.9670000000000001,1
159,0.105,0.731,218573,0.5720000000000001,0.00011999999999999999,6,0.133,-7.888999999999999,0,0.0445,154.03799999999998,4,0.9470000000000001,1
160,0.000683,0.419,232320,0.938,0.0,7,0.114,-3.12,1,0.0837,160.151,4,0.33299999999999996,0
161,0.0427,0.457,237867,0.7490000000000001,0.0,1,0.124,-6.1160000000000005,1,0.0331,180.107,4,0.10099999999999999,1
162,0.00288,0.45,227840,0.787,0.00141,11,0.0974,-5.1080000000000005,0,0.0349,100.1,4,0.326,1
163,0.006,0.512,179947,0.945,3.2500000000000004e-05,1,0.0581,-4.204,1,0.0347,99.552,4,0.812,1
164,0.0462,0.7340000000000001,202333,0.637,2.2899999999999998e-05,4,0.0602,-5.6770000000000005,0,0.141,169.977,4,0.648,1
165,0.00474,0.745,212027,0.605,9.28e-06,8,0.136,-6.332999999999999,1,0.0492,110.979,3,0.16399999999999998,1
166,0.0735,0.8029999999999999,188889,0.5579999999999999,0.0,2,0.0862,-7.5889999999999995,1,0.0627,108.022,4,0.8140000000000001,1
167,0.0151,0.616,204467,0.83,7.44e-06,0,0.102,-4.757,1,0.034,115.01,4,0.732,1
168,0.000865,0.53,228653,0.9209999999999999,0.0023,10,0.151,-4.578,1,0.0478,132.009,4,0.662,0
169,0.20199999999999999,0.327,175200,0.71,9e-05,3,0.28,-2.928,1,0.0547,179.56099999999998,4,0.41600000000000004,1
170,0.11599999999999999,0.591,194834,0.7020000000000001,0.0,2,0.111,-5.962999999999999,1,0.0752,165.047,4,0.5379999999999999,1
171,0.0428,0.436,225179,0.888,0.0,6,0.0855,-4.387,0,0.0427,176.02599999999998,4,0.491,0
172,0.0365,0.319,224160,0.958,0.0,10,0.066,-3.201,0,0.11900000000000001,104.829,4,0.182,0
173,0.000101,0.478,226082,0.977,1.66e-06,6,0.0186,-3.252,1,0.172,130.028,4,0.215,0
174,0.0305,0.23600000000000002,279227,0.892,0.0,2,0.278,-4.106,0,0.188,184.981,4,0.0685,0
175,0.000394,0.28,218893,0.9690000000000001,0.0,11,0.496,-1.663,0,0.122,111.62200000000001,1,0.29600000000000004,0
176,0.00847,0.28600000000000003,326813,0.703,7.390000000000001e-05,4,0.142,-4.4910000000000005,0,0.0348,151.297,4,0.259,1
177,0.000554,0.37,248800,0.895,0.0,9,0.217,-4.3469999999999995,0,0.0651,149.639,4,0.195,0
178,0.254,0.59,243933,0.524,8.47e-06,1,0.201,-8.107999999999999,1,0.0272,74.986,4,0.503,1
179,0.000101,0.353,227647,0.902,0.0,1,0.14800000000000002,-3.739,1,0.0879,169.93900000000002,4,0.11800000000000001,0
180,0.000646,0.498,253733,0.986,5.05e-05,9,0.299,-4.507,1,0.109,97.55799999999999,4,0.268,0
181,3.6200000000000006e-05,0.231,255960,0.866,0.000552,9,0.29,-5.131,1,0.0517,138.311,4,0.191,1
182,0.00131,0.539,172813,0.8370000000000001,0.0,9,0.34700000000000003,-4.178,0,0.039,94.91799999999999,4,0.455,1
183,0.0569,0.644,220987,0.741,1.12e-06,9,0.193,-5.84,1,0.0235,102.007,4,0.693,1
184,0.27,0.6629999999999999,211160,0.6559999999999999,0.000279,1,0.11699999999999999,-6.547999999999999,1,0.0413,120.037,4,0.56,1
185,0.000753,0.68,277853,0.846,2.35e-05,8,0.14400000000000002,-5.252000000000001,1,0.054000000000000006,89.962,4,0.9259999999999999,0
186,0.00125,0.374,266453,0.863,0.0,4,0.10099999999999999,-3.498,1,0.0414,149.907,4,0.4,1
187,0.0339,0.637,227693,0.8690000000000001,0.0,2,0.0198,-5.3629999999999995,1,0.039,95.969,4,0.746,1
188,0.0216,0.6509999999999999,207387,0.9329999999999999,6.3e-05,7,0.325,-4.827,1,0.0421,121.956,4,0.48200000000000004,1
189,0.287,0.765,237300,0.473,0.0,10,0.391,-5.829,1,0.0514,119.992,4,0.34,1
190,0.00936,0.637,231213,0.774,0.0,9,0.262,-5.8839999999999995,1,0.0345,95.98700000000001,4,0.575,1
191,0.000303,0.21600000000000003,226627,0.9490000000000001,0.0,0,0.591,-4.138,1,0.165,94.16,4,0.204,0
192,0.0023899999999999998,0.429,266773,0.6609999999999999,0.00013000000000000002,11,0.23399999999999999,-7.227,1,0.0281,173.365,4,0.285,1
193,0.00108,0.26,242133,0.9229999999999999,0.0,7,0.763,-5.023,1,0.157,170.605,4,0.387,0
194,0.00126,0.618,225813,0.965,0.000272,0,0.193,-4.125,1,0.136,119.95,4,0.2,0
195,0.000133,0.386,239127,0.943,0.0,5,0.0928,-3.033,0,0.185,148.00799999999998,4,0.402,0
196,0.121,0.45,187973,0.825,0.0,10,0.109,-4.066,0,0.37200000000000005,82.823,4,0.742,1
197,0.00361,0.535,204526,0.9620000000000001,0.0,11,0.163,-3.4530000000000003,1,0.0638,144.984,4,0.687,1
198,0.0972,0.531,226307,0.746,0.0,11,0.102,-4.228,1,0.0329,139.78799999999998,4,0.304,1
199,0.000504,0.37,247640,0.992,0.000155,9,0.23800000000000002,-4.457,1,0.136,184.952,4,0.177,0
200,0.00295,0.48100000000000004,145707,0.981,0.0,10,0.126,-3.718,1,0.124,108.258,4,0.40299999999999997,0
201,0.505,0.6890000000000001,155655,0.713,0.0,11,0.0846,-4.34,0,0.0398,155.04,4,0.922,0
202,9.48e-05,0.48200000000000004,191013,0.99,2.6e-06,0,0.35100000000000003,-2.02,1,0.10099999999999999,134.963,4,0.14300000000000002,0
203,0.00201,0.15,228147,0.8590000000000001,0.19399999999999998,4,0.387,-2.827,0,0.0595,170.52700000000002,5,0.354,0
204,0.5379999999999999,0.7190000000000001,191936,0.664,0.000508,1,0.16,-5.832999999999999,0,0.0613,91.958,4,0.87,1
205,0.0333,0.447,177160,0.9420000000000001,1.26e-05,11,0.095,-2.932,0,0.0852,158.093,4,0.857,0
206,0.0651,0.23399999999999999,186087,0.95,0.0,10,0.16,-3.8369999999999997,1,0.10400000000000001,78.547,4,0.32,0
207,2.0399999999999998e-05,0.275,269027,0.773,3.6000000000000003e-06,1,0.115,-4.638,1,0.0494,150.016,4,0.163,0
208,0.251,0.6509999999999999,205347,0.688,0.0,6,0.136,-3.097,1,0.0475,123.009,4,0.583,1
209,0.132,0.8170000000000001,245640,0.599,0.00031099999999999997,0,0.0873,-9.249,0,0.0328,108.87299999999999,4,0.5479999999999999,1
210,0.0103,0.607,203381,0.986,1.78e-06,6,0.301,-5.271,1,0.0904,95.03200000000001,4,0.5489999999999999,0
211,0.065,0.682,235093,0.802,0.0,8,0.107,-2.803,1,0.0422,116.97200000000001,4,0.41100000000000003,1
212,0.6579999999999999,0.662,150344,0.965,4.2e-05,2,0.6579999999999999,-3.659,0,0.162,167.896,4,0.7290000000000001,0
213,0.00247,0.569,259867,0.883,0.0,7,0.659,-3.137,0,0.295,162.856,4,0.662,1
214,0.363,0.317,201587,0.871,4.01e-05,8,0.257,-6.398,0,0.0946,181.838,4,0.293,1
215,0.10800000000000001,0.579,196907,0.8490000000000001,0.0,4,0.0909,-5.218,0,0.0303,100.021,4,0.581,1
216,0.0079,0.413,238237,0.953,0.00046699999999999997,9,0.473,-3.745,0,0.247,135.15,4,0.11699999999999999,0
217,0.893,0.767,207107,0.512,0.000223,6,0.10300000000000001,-6.777,1,0.0591,123.921,4,0.489,1
218,0.00116,0.601,227987,0.845,0.0001,0,0.0653,-4.711,1,0.0653,127.97,4,0.662,1
219,0.0244,0.564,168094,0.6679999999999999,1.15e-05,6,0.168,-6.577999999999999,0,0.0442,79.99,4,0.32,1
220,0.00243,0.488,173733,0.9540000000000001,0.0,5,0.235,-3.784,1,0.12300000000000001,105.35600000000001,4,0.568,0
221,0.00545,0.33899999999999997,301941,0.8390000000000001,8.149999999999999e-05,1,0.0739,-4.41,1,0.0488,82.53,4,0.145,0
222,0.00124,0.45399999999999996,202067,0.708,0.000181,10,0.0679,-4.526,0,0.0675,192.18,4,0.483,1
