acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,class
406,0.628,https://api.spotify.com/v1/audio-analysis/6bV82DzyaNLjig0tVywear,0.525,163907,0.945,6bV82DzyaNLjig0tVywear,6.42e-05,1,0.491,-4.208,0,0.154,166.151,4,https://api.spotify.com/v1/tracks/6bV82DzyaNLjig0tVywear,audio_features,spotify:track:6bV82DzyaNLjig0tVywear,0.55,0
407,0.00626,https://api.spotify.com/v1/audio-analysis/1H5a6C6jqWN6XQI0Unq7W3,0.505,301013,0.827,1H5a6C6jqWN6XQI0Unq7W3,1.07e-05,0,0.112,-5.517,1,0.0456,114.987,4,https://api.spotify.com/v1/tracks/1H5a6C6jqWN6XQI0Unq7W3,audio_features,spotify:track:1H5a6C6jqWN6XQI0Unq7W3,0.0974,0
408,0.00117,https://api.spotify.com/v1/audio-analysis/6yJdnKFVN7ijnTimFYpBcS,0.514,195400,0.969,6yJdnKFVN7ijnTimFYpBcS,1.4e-06,3,0.365,-3.152,1,0.0607,130.0,4,https://api.spotify.com/v1/tracks/6yJdnKFVN7ijnTimFYpBcS,audio_features,spotify:track:6yJdnKFVN7ijnTimFYpBcS,0.559,1
409,0.0663,https://api.spotify.com/v1/audio-analysis/2ZNowcE7ehJYEkChoRjSx0,0.667,214533,0.614,2ZNowcE7ehJYEkChoRjSx0,0.0,10,0.111,-4.995,1,0.0314,113.979,4,https://api.spotify.com/v1/tracks/2ZNowcE7ehJYEkChoRjSx0,audio_features,spotify:track:2ZNowcE7ehJYEkChoRjSx0,0.161,1
410,0.126,https://api.spotify.com/v1/audio-analysis/7M5bzO81GTvOp1v0kZj7KB,0.462,229267,0.763,7M5bzO81GTvOp1v0kZj7KB,0.0,0,0.112,-4.222,1,0.0348,129.061,4,https://api.spotify.com/v1/tracks/7M5bzO81GTvOp1v0kZj7KB,audio_features,spotify:track:7M5bzO81GTvOp1v0kZj7KB,0.0669,1
411,0.00941,https://api.spotify.com/v1/audio-analysis/48O6kz322Dzu1R6Al5147q,0.553,208280,0.837,48O6kz322Dzu1R6Al5147q,0.0,6,0.372,-5.608,1,0.0452,140.495,4,https://api.spotify.com/v1/tracks/48O6kz322Dzu1R6Al5147q,audio_features,spotify:track:48O6kz322Dzu1R6Al5147q,0.432,0
412,0.00502,https://api.spotify.com/v1/audio-analysis/6Uy6K3KdmUdAfelUp0SeXn,0.551,220573,0.836,6Uy6K3KdmUdAfelUp0SeXn,2.1e-05,10,0.0425,-3.838,0,0.0524,185.063,4,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,audio_features,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,0.758,1
413,0.0882,https://api.spotify.com/v1/audio-analysis/7wIpB9sM6KOXe9LDD0uw9D,0.536,286480,0.705,7wIpB9sM6KOXe9LDD0uw9D,0.0,11,0.192,-5.732,1,0.0396,130.638,4,https://api.spotify.com/v1/tracks/7wIpB9sM6KOXe9LDD0uw9D,audio_features,spotify:track:7wIpB9sM6KOXe9LDD0uw9D,0.482,1
414,0.049,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,0.726,233478,0.698,3w3y8KPTfNeOKPiqUTakBh,0.0,5,0.309,-4.165,1,0.0431,143.994,4,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,audio_features,spotify:track:3w3y8KPTfNeOKPiqUTakBh,0.867,1
415,0.055,https://api.spotify.com/v1/audio-analysis/3fWmoF40O24wxaJVhW79AK,0.677,195267,0.929,3fWmoF40O24wxaJVhW79AK,0.0,4,0.146,-2.834,1,0.049,101.026,4,https://api.spotify.com/v1/tracks/3fWmoF40O24wxaJVhW79AK,audio_features,spotify:track:3fWmoF40O24wxaJVhW79AK,0.771,1
416,0.00413,https://api.spotify.com/v1/audio-analysis/1MbXGn5FutqrdZ2BEEJJJv,0.419,217132,0.95,1MbXGn5FutqrdZ2BEEJJJv,0.000148,5,0.678,-3.24,1,0.134,134.974,4,https://api.spotify.com/v1/tracks/1MbXGn5FutqrdZ2BEEJJJv,audio_features,spotify:track:1MbXGn5FutqrdZ2BEEJJJv,0.295,0
417,0.000113,https://api.spotify.com/v1/audio-analysis/0UXIYE2aflGXmnSZ4nmcMM,0.369,244853,0.842,0UXIYE2aflGXmnSZ4nmcMM,1.54e-06,0,0.378,-4.967,1,0.0536,141.977,4,https://api.spotify.com/v1/tracks/0UXIYE2aflGXmnSZ4nmcMM,audio_features,spotify:track:0UXIYE2aflGXmnSZ4nmcMM,0.206,1
418,4.2e-05,https://api.spotify.com/v1/audio-analysis/5PXe9fpxFHdYDEa7KrgXQP,0.5,210912,0.942,5PXe9fpxFHdYDEa7KrgXQP,0.0,7,0.0568,-4.896,1,0.0848,97.46,4,https://api.spotify.com/v1/tracks/5PXe9fpxFHdYDEa7KrgXQP,audio_features,spotify:track:5PXe9fpxFHdYDEa7KrgXQP,0.305,0
419,0.00663,https://api.spotify.com/v1/audio-analysis/3uoQULcUWfnt6nc6J7Vgai,0.829,187133,0.627,3uoQULcUWfnt6nc6J7Vgai,0.0,1,0.0939,-3.928,1,0.0759,120.048,4,https://api.spotify.com/v1/tracks/3uoQULcUWfnt6nc6J7Vgai,audio_features,spotify:track:3uoQULcUWfnt6nc6J7Vgai,0.72,1
420,0.157,https://api.spotify.com/v1/audio-analysis/2jYmK1cb3Uya6FFsocdpzO,0.669,171096,0.561,2jYmK1cb3Uya6FFsocdpzO,0.0,11,0.0739,-4.923,0,0.209,180.044,4,https://api.spotify.com/v1/tracks/2jYmK1cb3Uya6FFsocdpzO,audio_features,spotify:track:2jYmK1cb3Uya6FFsocdpzO,0.604,1
421,3e-05,https://api.spotify.com/v1/audio-analysis/4cpZcE7CuifZjMy45dna2t,0.405,216461,0.965,4cpZcE7CuifZjMy45dna2t,0.0,11,0.406,-3.114,0,0.127,130.042,4,https://api.spotify.com/v1/tracks/4cpZcE7CuifZjMy45dna2t,audio_features,spotify:track:4cpZcE7CuifZjMy45dna2t,0.359,0
422,5.9e-06,https://api.spotify.com/v1/audio-analysis/4Kum5Y28etbW65azdY3XJX,0.191,195840,0.988,4Kum5Y28etbW65azdY3XJX,0.0431,8,0.217,-2.575,1,0.099,99.024,4,https://api.spotify.com/v1/tracks/4Kum5Y28etbW65azdY3XJX,audio_features,spotify:track:4Kum5Y28etbW65azdY3XJX,0.185,0
423,0.741,https://api.spotify.com/v1/audio-analysis/30McA8c50hssXy6AqiPVEh,0.517,214346,0.529,30McA8c50hssXy6AqiPVEh,0.0,8,0.0754,-4.957,1,0.0287,78.121,4,https://api.spotify.com/v1/tracks/30McA8c50hssXy6AqiPVEh,audio_features,spotify:track:30McA8c50hssXy6AqiPVEh,0.499,1
424,0.0438,https://api.spotify.com/v1/audio-analysis/0LRrtw1MFASb7tgyHqVXnh,0.44,239573,0.843,0LRrtw1MFASb7tgyHqVXnh,0.0,0,0.0565,-5.019,0,0.0687,155.087,3,https://api.spotify.com/v1/tracks/0LRrtw1MFASb7tgyHqVXnh,audio_features,spotify:track:0LRrtw1MFASb7tgyHqVXnh,0.237,0
425,0.028,https://api.spotify.com/v1/audio-analysis/2CsSaYUPI57QaeB90gwzGT,0.497,202720,0.742,2CsSaYUPI57QaeB90gwzGT,0.00128,8,0.217,-2.458,1,0.054,172.007,4,https://api.spotify.com/v1/tracks/2CsSaYUPI57QaeB90gwzGT,audio_features,spotify:track:2CsSaYUPI57QaeB90gwzGT,0.324,1
426,0.0116,https://api.spotify.com/v1/audio-analysis/7ogCeT6hnMW95y1Avbhd11,0.413,245177,0.76,7ogCeT6hnMW95y1Avbhd11,0.0,5,0.387,-4.321,0,0.0877,83.067,4,https://api.spotify.com/v1/tracks/7ogCeT6hnMW95y1Avbhd11,audio_features,spotify:track:7ogCeT6hnMW95y1Avbhd11,0.31,1
427,0.226,https://api.spotify.com/v1/audio-analysis/1MXmaCZEtfPrCbtYjJIbzl,0.627,218027,0.713,1MXmaCZEtfPrCbtYjJIbzl,0.0,11,0.107,-5.656,0,0.0612,119.929,4,https://api.spotify.com/v1/tracks/1MXmaCZEtfPrCbtYjJIbzl,audio_features,spotify:track:1MXmaCZEtfPrCbtYjJIbzl,0.53,1
428,9.28e-05,https://api.spotify.com/v1/audio-analysis/244CO5obONmWFDWfwHaigs,0.416,205086,0.987,244CO5obONmWFDWfwHaigs,3.07e-06,1,0.316,-4.361,1,0.132,162.137,4,https://api.spotify.com/v1/tracks/244CO5obONmWFDWfwHaigs,audio_features,spotify:track:244CO5obONmWFDWfwHaigs,0.252,0
429,0.597,https://api.spotify.com/v1/audio-analysis/45dfQtYHMebtLqLdlOXTuM,0.597,190199,0.736,45dfQtYHMebtLqLdlOXTuM,0.0,1,0.0668,-5.12,1,0.0362,134.916,4,https://api.spotify.com/v1/tracks/45dfQtYHMebtLqLdlOXTuM,audio_features,spotify:track:45dfQtYHMebtLqLdlOXTuM,0.304,1
430,0.00186,https://api.spotify.com/v1/audio-analysis/47IWLfIKOKhFnz1FUEUIkE,0.42,267726,0.934,47IWLfIKOKhFnz1FUEUIkE,0.0,1,0.344,-3.597,0,0.112,170.003,4,https://api.spotify.com/v1/tracks/47IWLfIKOKhFnz1FUEUIkE,audio_features,spotify:track:47IWLfIKOKhFnz1FUEUIkE,0.461,0
431,0.0222,https://api.spotify.com/v1/audio-analysis/5RBKa3VgEcvZiIxmaZksOL,0.738,225956,0.652,5RBKa3VgEcvZiIxmaZksOL,0.0,2,0.0758,-4.098,1,0.0488,132.046,4,https://api.spotify.com/v1/tracks/5RBKa3VgEcvZiIxmaZksOL,audio_features,spotify:track:5RBKa3VgEcvZiIxmaZksOL,0.745,1
432,0.555,https://api.spotify.com/v1/audio-analysis/2LZwKxTPZLBCYjUhlogMZl,0.835,195173,0.536,2LZwKxTPZLBCYjUhlogMZl,0.000386,1,0.111,-8.645,0,0.0478,104.989,4,https://api.spotify.com/v1/tracks/2LZwKxTPZLBCYjUhlogMZl,audio_features,spotify:track:2LZwKxTPZLBCYjUhlogMZl,0.107,1
433,0.0346,https://api.spotify.com/v1/audio-analysis/4vqmSmLC0dbw1UF7mmUDZe,0.368,204693,0.871,4vqmSmLC0dbw1UF7mmUDZe,0.0,2,0.0599,-3.395,0,0.106,84.585,4,https://api.spotify.com/v1/tracks/4vqmSmLC0dbw1UF7mmUDZe,audio_features,spotify:track:4vqmSmLC0dbw1UF7mmUDZe,0.527,0
434,0.0362,https://api.spotify.com/v1/audio-analysis/1zHlj4dQ8ZAtrayhuDDmkY,0.587,204053,0.965,1zHlj4dQ8ZAtrayhuDDmkY,0.0,11,0.138,-4.106,1,0.101,129.972,4,https://api.spotify.com/v1/tracks/1zHlj4dQ8ZAtrayhuDDmkY,audio_features,spotify:track:1zHlj4dQ8ZAtrayhuDDmkY,0.825,1
435,0.127,https://api.spotify.com/v1/audio-analysis/2pwnEzgIzYL4AOw4ousjkB,0.664,201004,0.698,2pwnEzgIzYL4AOw4ousjkB,0.0,10,0.118,-5.084,1,0.067,135.023,4,https://api.spotify.com/v1/tracks/2pwnEzgIzYL4AOw4ousjkB,audio_features,spotify:track:2pwnEzgIzYL4AOw4ousjkB,0.573,1
436,0.146,https://api.spotify.com/v1/audio-analysis/0zC1dB6UXJZDAnztHgQ1lp,0.388,232200,0.71,0zC1dB6UXJZDAnztHgQ1lp,0.0,1,0.202,-3.664,0,0.0343,137.747,4,https://api.spotify.com/v1/tracks/0zC1dB6UXJZDAnztHgQ1lp,audio_features,spotify:track:0zC1dB6UXJZDAnztHgQ1lp,0.34,1
437,0.00173,https://api.spotify.com/v1/audio-analysis/3e0yTP5trHBBVvV32jwXqF,0.472,321280,0.844,3e0yTP5trHBBVvV32jwXqF,0.0,10,0.24,-6.578,1,0.054,140.034,4,https://api.spotify.com/v1/tracks/3e0yTP5trHBBVvV32jwXqF,audio_features,spotify:track:3e0yTP5trHBBVvV32jwXqF,0.34,1
438,0.00602,https://api.spotify.com/v1/audio-analysis/7lRlq939cDG4SzWOF4VAnd,0.21,186480,0.94,7lRlq939cDG4SzWOF4VAnd,0.0,9,0.269,-3.427,1,0.123,179.722,4,https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd,audio_features,spotify:track:7lRlq939cDG4SzWOF4VAnd,0.255,1
439,0.0084,https://api.spotify.com/v1/audio-analysis/3aVAkIlfzU0f9RMlqdhhrh,0.37,245640,0.982,3aVAkIlfzU0f9RMlqdhhrh,1.55e-06,8,0.1,-3.016,1,0.199,170.043,4,https://api.spotify.com/v1/tracks/3aVAkIlfzU0f9RMlqdhhrh,audio_features,spotify:track:3aVAkIlfzU0f9RMlqdhhrh,0.139,0
440,0.0192,https://api.spotify.com/v1/audio-analysis/6xCNYRfzZtoQRo1xruPmNq,0.66,193920,0.805,6xCNYRfzZtoQRo1xruPmNq,8.83e-06,1,0.159,-5.352,0,0.153,103.009,4,https://api.spotify.com/v1/tracks/6xCNYRfzZtoQRo1xruPmNq,audio_features,spotify:track:6xCNYRfzZtoQRo1xruPmNq,0.625,1
441,0.00587,https://api.spotify.com/v1/audio-analysis/00BuKLSAFkaEkaVAgIMbeA,0.825,220627,0.832,00BuKLSAFkaEkaVAgIMbeA,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,https://api.spotify.com/v1/tracks/00BuKLSAFkaEkaVAgIMbeA,audio_features,spotify:track:00BuKLSAFkaEkaVAgIMbeA,0.713,1
442,0.568,https://api.spotify.com/v1/audio-analysis/06IofSQwG41NV6lLVl5gaT,0.624,193692,0.967,06IofSQwG41NV6lLVl5gaT,1.03e-06,0,0.373,-2.989,0,0.0705,187.973,4,https://api.spotify.com/v1/tracks/06IofSQwG41NV6lLVl5gaT,audio_features,spotify:track:06IofSQwG41NV6lLVl5gaT,0.868,0
443,0.000693,https://api.spotify.com/v1/audio-analysis/4DZMDQ8K6eOVFDNjjUOQkK,0.45,278573,0.914,4DZMDQ8K6eOVFDNjjUOQkK,0.000479,3,0.0755,-3.72,1,0.0556,145.846,4,https://api.spotify.com/v1/tracks/4DZMDQ8K6eOVFDNjjUOQkK,audio_features,spotify:track:4DZMDQ8K6eOVFDNjjUOQkK,0.347,0
444,1.33e-05,https://api.spotify.com/v1/audio-analysis/0sv8dqdy2uMKfjGxVrv4Ay,0.141,278048,0.778,0sv8dqdy2uMKfjGxVrv4Ay,2.99e-05,8,0.208,-8.847,1,0.109,179.411,4,https://api.spotify.com/v1/tracks/0sv8dqdy2uMKfjGxVrv4Ay,audio_features,spotify:track:0sv8dqdy2uMKfjGxVrv4Ay,0.186,0
445,6.68e-05,https://api.spotify.com/v1/audio-analysis/4cT6fZLzLcdBnKUoTPwrNL,0.448,242995,0.974,4cT6fZLzLcdBnKUoTPwrNL,0.000391,7,0.119,-2.919,0,0.12,137.96,4,https://api.spotify.com/v1/tracks/4cT6fZLzLcdBnKUoTPwrNL,audio_features,spotify:track:4cT6fZLzLcdBnKUoTPwrNL,0.224,0
446,0.00308,https://api.spotify.com/v1/audio-analysis/7lUA4P03AhwAw40JHkdyGr,0.512,257653,0.625,7lUA4P03AhwAw40JHkdyGr,0.000164,11,0.346,-6.764,1,0.0508,129.935,4,https://api.spotify.com/v1/tracks/7lUA4P03AhwAw40JHkdyGr,audio_features,spotify:track:7lUA4P03AhwAw40JHkdyGr,0.201,1
447,0.267,https://api.spotify.com/v1/audio-analysis/4JmSBZ2P5zujBPO2dcYv32,0.511,187200,0.584,4JmSBZ2P5zujBPO2dcYv32,0.0,11,0.549,-8.325,1,0.0641,126.089,4,https://api.spotify.com/v1/tracks/4JmSBZ2P5zujBPO2dcYv32,audio_features,spotify:track:4JmSBZ2P5zujBPO2dcYv32,0.419,1
448,0.00013,https://api.spotify.com/v1/audio-analysis/7DKS5MjMj4pbPCuartvRPK,0.456,216400,0.871,7DKS5MjMj4pbPCuartvRPK,0.0,1,0.0617,-3.503,1,0.0464,149.001,4,https://api.spotify.com/v1/tracks/7DKS5MjMj4pbPCuartvRPK,audio_features,spotify:track:7DKS5MjMj4pbPCuartvRPK,0.407,0
449,0.000123,https://api.spotify.com/v1/audio-analysis/6r7bDk4J0Okw4ezTBUQXo3,0.409,275013,0.859,6r7bDk4J0Okw4ezTBUQXo3,0.0,10,0.369,-4.098,0,0.0367,154.023,4,https://api.spotify.com/v1/tracks/6r7bDk4J0Okw4ezTBUQXo3,audio_features,spotify:track:6r7bDk4J0Okw4ezTBUQXo3,0.473,0
450,0.0891,https://api.spotify.com/v1/audio-analysis/1xPSDf8z4dH46gkvlLtvDO,0.617,244707,0.533,1xPSDf8z4dH46gkvlLtvDO,4.04e-06,3,0.0415,-11.516,0,0.0651,158.86,4,https://api.spotify.com/v1/tracks/1xPSDf8z4dH46gkvlLtvDO,audio_features,spotify:track:1xPSDf8z4dH46gkvlLtvDO,0.835,1
451,0.000372,https://api.spotify.com/v1/audio-analysis/2vBiZ7nBe0OqTZKWGP0s4K,0.508,228107,0.832,2vBiZ7nBe0OqTZKWGP0s4K,0.0,11,0.0859,-4.395,1,0.032,136.004,4,https://api.spotify.com/v1/tracks/2vBiZ7nBe0OqTZKWGP0s4K,audio_features,spotify:track:2vBiZ7nBe0OqTZKWGP0s4K,0.404,1
452,0.000249,https://api.spotify.com/v1/audio-analysis/3LbYa3LPT2OkgIhdr8eET4,0.423,194509,0.955,3LbYa3LPT2OkgIhdr8eET4,0.0123,1,0.0499,-4.991,1,0.125,169.903,4,https://api.spotify.com/v1/tracks/3LbYa3LPT2OkgIhdr8eET4,audio_features,spotify:track:3LbYa3LPT2OkgIhdr8eET4,0.388,0
453,0.000102,https://api.spotify.com/v1/audio-analysis/1zalQPA3y0Latbiis4motB,0.218,210613,0.987,1zalQPA3y0Latbiis4motB,0.000407,7,0.617,-2.225,1,0.222,129.803,4,https://api.spotify.com/v1/tracks/1zalQPA3y0Latbiis4motB,audio_features,spotify:track:1zalQPA3y0Latbiis4motB,0.0552,0
454,0.0831,https://api.spotify.com/v1/audio-analysis/2Kz5qeXifBxE0zmuoVchlM,0.474,252107,0.707,2Kz5qeXifBxE0zmuoVchlM,0.0,7,0.162,-4.534,1,0.0253,83.235,4,https://api.spotify.com/v1/tracks/2Kz5qeXifBxE0zmuoVchlM,audio_features,spotify:track:2Kz5qeXifBxE0zmuoVchlM,0.224,1
455,3.15e-05,https://api.spotify.com/v1/audio-analysis/2DTLOWHEdTMqE95ssGILT9,0.5,245760,0.969,2DTLOWHEdTMqE95ssGILT9,0.788,11,0.309,-4.668,0,0.066,125.053,4,https://api.spotify.com/v1/tracks/2DTLOWHEdTMqE95ssGILT9,audio_features,spotify:track:2DTLOWHEdTMqE95ssGILT9,0.282,0
456,6.55e-06,https://api.spotify.com/v1/audio-analysis/09zAaFAB3tIltCUeMz1H8X,0.404,198667,0.903,09zAaFAB3tIltCUeMz1H8X,0.0301,5,0.205,-4.176,0,0.114,145.162,4,https://api.spotify.com/v1/tracks/09zAaFAB3tIltCUeMz1H8X,audio_features,spotify:track:09zAaFAB3tIltCUeMz1H8X,0.364,0
457,0.000204,https://api.spotify.com/v1/audio-analysis/069deq5woglvUnWok4MqTe,0.199,177240,0.935,069deq5woglvUnWok4MqTe,0.0,1,0.0628,-3.471,1,0.157,195.012,4,https://api.spotify.com/v1/tracks/069deq5woglvUnWok4MqTe,audio_features,spotify:track:069deq5woglvUnWok4MqTe,0.637,0
458,0.256,https://api.spotify.com/v1/audio-analysis/0heE5tAAaDQmnGhVDImPl2,0.493,225515,0.594,0heE5tAAaDQmnGhVDImPl2,0.0,8,0.0759,-4.404,0,0.0378,123.751,4,https://api.spotify.com/v1/tracks/0heE5tAAaDQmnGhVDImPl2,audio_features,spotify:track:0heE5tAAaDQmnGhVDImPl2,0.304,1
459,0.000263,https://api.spotify.com/v1/audio-analysis/0qLMogpL6n41qhzmFJnhfS,0.303,227312,0.982,0qLMogpL6n41qhzmFJnhfS,0.0,1,0.326,-2.115,1,0.182,107.557,4,https://api.spotify.com/v1/tracks/0qLMogpL6n41qhzmFJnhfS,audio_features,spotify:track:0qLMogpL6n41qhzmFJnhfS,0.326,0
460,0.0228,https://api.spotify.com/v1/audio-analysis/38iU2jg98IZZEIJPrP7aWD,0.693,237947,0.705,38iU2jg98IZZEIJPrP7aWD,0.0,8,0.202,-5.747,1,0.0665,131.951,4,https://api.spotify.com/v1/tracks/38iU2jg98IZZEIJPrP7aWD,audio_features,spotify:track:38iU2jg98IZZEIJPrP7aWD,0.45,1
461,0.119,https://api.spotify.com/v1/audio-analysis/3eR23VReFzcdmS7TYCrhCe,0.64,220781,0.533,3eR23VReFzcdmS7TYCrhCe,0.0,0,0.0864,-6.596,1,0.0706,99.968,4,https://api.spotify.com/v1/tracks/3eR23VReFzcdmS7TYCrhCe,audio_features,spotify:track:3eR23VReFzcdmS7TYCrhCe,0.515,1
462,0.076,https://api.spotify.com/v1/audio-analysis/6t44iU80A0h8WQ7vc4OoRj,0.734,235707,0.626,6t44iU80A0h8WQ7vc4OoRj,6.54e-06,7,0.168,-5.685,1,0.0458,98.559,4,https://api.spotify.com/v1/tracks/6t44iU80A0h8WQ7vc4OoRj,audio_features,spotify:track:6t44iU80A0h8WQ7vc4OoRj,0.44,1
463,2.79e-05,https://api.spotify.com/v1/audio-analysis/0M4mRCNZAGblCl8XShBV3X,0.391,185879,0.967,0M4mRCNZAGblCl8XShBV3X,0.000561,10,0.343,-5.841,1,0.137,171.012,4,https://api.spotify.com/v1/tracks/0M4mRCNZAGblCl8XShBV3X,audio_features,spotify:track:0M4mRCNZAGblCl8XShBV3X,0.165,0
464,0.0113,https://api.spotify.com/v1/audio-analysis/42TA5byfclfFF0skXOfKpM,0.667,239920,0.798,42TA5byfclfFF0skXOfKpM,0.0,1,0.105,-4.525,1,0.0397,120.025,4,https://api.spotify.com/v1/tracks/42TA5byfclfFF0skXOfKpM,audio_features,spotify:track:42TA5byfclfFF0skXOfKpM,0.484,1
465,0.397,https://api.spotify.com/v1/audio-analysis/5nugxvd978uqqJOa7d4E0T,0.619,225267,0.524,5nugxvd978uqqJOa7d4E0T,0.0,5,0.109,-7.172,0,0.0268,78.986,4,https://api.spotify.com/v1/tracks/5nugxvd978uqqJOa7d4E0T,audio_features,spotify:track:5nugxvd978uqqJOa7d4E0T,0.378,1
466,0.0653,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,0.421,202533,0.873,7wMq5n8mYSKlQIGECKUgTX,0.0,10,0.123,-4.343,1,0.0565,84.803,4,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,audio_features,spotify:track:7wMq5n8mYSKlQIGECKUgTX,0.63,1
467,2.49e-05,https://api.spotify.com/v1/audio-analysis/4XRl4HOTsG4p61MOSpMAU6,0.15,259413,0.964,4XRl4HOTsG4p61MOSpMAU6,0.00152,0,0.114,-4.613,1,0.119,143.641,4,https://api.spotify.com/v1/tracks/4XRl4HOTsG4p61MOSpMAU6,audio_features,spotify:track:4XRl4HOTsG4p61MOSpMAU6,0.123,0
468,0.749,https://api.spotify.com/v1/audio-analysis/7cpCU3Denug5NGZsSpQl8v,0.431,213627,0.377,7cpCU3Denug5NGZsSpQl8v,0.0,2,0.211,-9.753,1,0.0288,173.67,4,https://api.spotify.com/v1/tracks/7cpCU3Denug5NGZsSpQl8v,audio_features,spotify:track:7cpCU3Denug5NGZsSpQl8v,0.353,1
469,0.0287,https://api.spotify.com/v1/audio-analysis/7KccdUP4IslFXUNNseqBc7,0.948,284491,0.656,7KccdUP4IslFXUNNseqBc7,0.0,5,0.0472,-4.34,0,0.0606,104.495,4,https://api.spotify.com/v1/tracks/7KccdUP4IslFXUNNseqBc7,audio_features,spotify:track:7KccdUP4IslFXUNNseqBc7,0.77,1
470,0.278,https://api.spotify.com/v1/audio-analysis/7LZj2ty0qFTI8qRPFmnejr,0.814,244200,0.45,7LZj2ty0qFTI8qRPFmnejr,4.57e-06,2,0.0616,-13.423,0,0.0296,113.8,4,https://api.spotify.com/v1/tracks/7LZj2ty0qFTI8qRPFmnejr,audio_features,spotify:track:7LZj2ty0qFTI8qRPFmnejr,0.964,1
471,0.0178,https://api.spotify.com/v1/audio-analysis/3OwPSJu609AMzotCEyoMiO,0.529,176658,0.854,3OwPSJu609AMzotCEyoMiO,0.0,6,0.242,-5.29,1,0.0436,125.984,4,https://api.spotify.com/v1/tracks/3OwPSJu609AMzotCEyoMiO,audio_features,spotify:track:3OwPSJu609AMzotCEyoMiO,0.654,1
472,4.48e-05,https://api.spotify.com/v1/audio-analysis/54t3PG4GNYxO8D4rRSFJ0X,0.319,233997,0.977,54t3PG4GNYxO8D4rRSFJ0X,0.00104,0,0.123,-3.978,1,0.116,133.402,4,https://api.spotify.com/v1/tracks/54t3PG4GNYxO8D4rRSFJ0X,audio_features,spotify:track:54t3PG4GNYxO8D4rRSFJ0X,0.394,0
473,0.247,https://api.spotify.com/v1/audio-analysis/2bCQHF9gdG5BNDVuEIEnNk,0.853,257760,0.981,2bCQHF9gdG5BNDVuEIEnNk,0.468,8,0.306,-3.947,1,0.0751,118.193,4,https://api.spotify.com/v1/tracks/2bCQHF9gdG5BNDVuEIEnNk,audio_features,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,0.595,1
474,9.62e-05,https://api.spotify.com/v1/audio-analysis/7vrLphPq4yjaX7jiDdd2Nc,0.623,162293,0.983,7vrLphPq4yjaX7jiDdd2Nc,0.0617,11,0.261,-3.548,0,0.151,134.975,4,https://api.spotify.com/v1/tracks/7vrLphPq4yjaX7jiDdd2Nc,audio_features,spotify:track:7vrLphPq4yjaX7jiDdd2Nc,0.271,0
475,0.0211,https://api.spotify.com/v1/audio-analysis/4sPJgy0CksvmXp9jC0W4gv,0.388,216027,0.8,4sPJgy0CksvmXp9jC0W4gv,0.0,9,0.212,-6.33,1,0.0783,194.744,3,https://api.spotify.com/v1/tracks/4sPJgy0CksvmXp9jC0W4gv,audio_features,spotify:track:4sPJgy0CksvmXp9jC0W4gv,0.357,0
476,0.769,https://api.spotify.com/v1/audio-analysis/0LxtEi7lriOV2fYs2RTc7p,0.449,174707,0.962,0LxtEi7lriOV2fYs2RTc7p,0.0,0,0.259,-5.215,1,0.163,180.636,4,https://api.spotify.com/v1/tracks/0LxtEi7lriOV2fYs2RTc7p,audio_features,spotify:track:0LxtEi7lriOV2fYs2RTc7p,0.954,0
477,0.0415,https://api.spotify.com/v1/audio-analysis/1m8YW1nU72t7wVfhcnxmMB,0.487,231680,0.961,1m8YW1nU72t7wVfhcnxmMB,1.15e-06,4,0.553,-4.139,1,0.132,170.005,4,https://api.spotify.com/v1/tracks/1m8YW1nU72t7wVfhcnxmMB,audio_features,spotify:track:1m8YW1nU72t7wVfhcnxmMB,0.323,1
478,9.2e-05,https://api.spotify.com/v1/audio-analysis/0arNrzPygksLY2pEbRgBjw,0.519,219267,0.868,0arNrzPygksLY2pEbRgBjw,0.000901,5,0.0881,-4.037,0,0.0761,174.73,4,https://api.spotify.com/v1/tracks/0arNrzPygksLY2pEbRgBjw,audio_features,spotify:track:0arNrzPygksLY2pEbRgBjw,0.72,0
479,0.0104,https://api.spotify.com/v1/audio-analysis/7aliOjqVEBd3ZZ8NMkuifd,0.52,277637,0.791,7aliOjqVEBd3ZZ8NMkuifd,0.0,10,0.106,-4.247,1,0.0378,107.487,4,https://api.spotify.com/v1/tracks/7aliOjqVEBd3ZZ8NMkuifd,audio_features,spotify:track:7aliOjqVEBd3ZZ8NMkuifd,0.19,1
